Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,9/21/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Ghana,GHA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1053.280246,1055.412374,1064.831067,1078.567599,1071.605159,1058.485093,990.238079,999.6058924,983.3302317,1020.502706,1093.729022,1120.757225,1062.040292,1061.527487,1104.251849,944.635717,893.8266757,899.2235966,959.9342881,918.3837871,901.2537537,844.9960054,761.1264312,701.5354968,736.4440726,749.2874274,764.901182,779.1552143,800.8607847,819.1437806,823.5918596,843.3819922,852.0594518,869.0733241,873.907736,886.4879122,904.3487332,919.6515702,940.0469711,957.9797265,969.2355437,982.9448254,1001.250246,1026.411053,1056.013437,1089.481796,1129.253484,1147.880699,1220.728366,1247.463066,1312.607557,1460.660022,1558.4759,1633.514247,1659.796675,1684.727578,1708.779918,1813.835583
Gibraltar,GIB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,563.5271544,565.7151004,582.6279711,583.2961879,581.2767085,565.2859806,550.5652716,545.686789,538.6947283,540.1137601,546.0776732,560.2215242,569.3487638,580.7751251,584.8519084,595.2601769,614.616203,610.7598363,613.1719489,619.1855018,613.7058494,641.6265414,653.5133962,631.923179,647.8032029,669.2170734,693.3391048,704.6831193,714.1632754,723.8703088,779.9110761,822.9256352
"Gambia, The",GMB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,422.3536363,414.0767674,443.9501422,444.0269459,459.2466117,446.0701356,433.6313109,458.925758,470.8611007,513.4156877,535.3972747,538.3489475,556.2119268,532.5741905,547.9757587,547.1298,523.8498925,559.2678114,556.0249346,528.1613938,525.0317655,512.80816,511.0285137,517.7653104,515.3304784,513.0512759,514.0229056,514.4664479,501.1116152,491.5940169,488.5562392,498.2036418,501.0835344,517.7767093,530.1024072,543.7862192,509.7225422,527.5055742,546.7760334,524.5139491,513.7555114,515.773111,528.3727915,544.9597908,562.4837817,521.6127037,533.7780443,542.1330888,530.3188534,536.414127,531.9194059,534.2694836
Guinea-Bissau,GNB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,488.4135093,459.987693,479.2583105,475.1010445,488.580068,520.4649765,542.2334188,501.6927369,566.2920013,574.6933396,477.9530947,555.3182636,566.0215478,533.0578374,566.5189353,575.272558,557.0100853,559.8058018,572.1418512,593.0547102,614.4618831,630.3106637,621.8675994,619.8966011,625.386789,639.3642538,700.0252252,732.4663824,517.782951,514.1466519,532.267639,533.4980892,517.6199492,509.656955,512.4275343,522.4895312,522.5107955,527.1382798,531.2103308,535.8599938,546.7216686,576.0128028,551.6373419,554.9114947,545.8984855,564.7299549,585.1683069,604.6245442
Equatorial Guinea,GNQ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,645.5444055,645.5271303,613.0792107,594.9204857,558.9695806,594.5119742,554.2074674,557.8070785,555.3213249,532.8513083,507.8957794,486.9846778,635.2497418,682.1641501,768.8668116,871.5886657,1398.892661,3364.352899,4002.270952,4831.072653,5484.300832,8603.955679,9867.562103,10788.02891,14266.92792,15941.64698,16413.54041,18075.17676,20333.94044,19684.69701,17136.44568,17461.55192,18106.33666,16634.76767,16028.24954,14001.59913,12317.71423,11486.61096
Greece,GRC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6779.886783,7476.297457,7545.857216,8279.942807,8931.283912,9724.572202,10241.81496,10715.5883,11355.57426,12434.22511,13392.30814,14379.90075,15738.28247,16934.80245,15786.26958,16634.47483,17500.31292,17782.12085,18825.09062,19202.05508,19143.12411,18677.47507,18352.43986,18049.18374,18320.5842,18707.56898,18742.31606,18257.80403,18971.64351,19590.06779,19383.93465,19746.38214,19733.29041,19303.66698,19591.39952,19909.5296,20389.31802,21198.79065,21902.73878,22489.31596,23275.44431,24111.41745,24965.59403,26349.27734,27614.40593,27698.51061,29176.39287,30054.88939,29874.74345,28514.81009,26917.75898,24495.71113,22830.52678,22251.25729,22565.68048,22648.76988,22687.60033,23027.41345
Grenada,GRD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,2945.879398,3141.937398,3336.869589,3302.728446,3295.38085,3338.442019,3355.401208,3388.505478,3538.396451,3783.982166,4159.921856,4340.908337,4559.937121,4771.77604,4829.314328,4751.558431,4606.025571,4632.198447,4690.730103,4872.621879,5100.51161,5688.944102,6073.985987,6359.782715,6216.995793,6414.885001,7003.12553,6938.738248,7837.352095,7501.842152,7936.041405,7984.841525,7430.563894,7365.666659,7393.888306,7280.33653,7421.478541,7932.668259,8406.774831,8676.339196,8957.592461
Greenland,GRL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,15656.4729,17401.31882,18055.46181,19008.82791,19890.55506,19978.73473,21126.71501,23130.19933,24621.56044,25610.10316,27499.38348,27248.09862,25790.9724,26375.33672,24724.46102,25387.61404,27036.99071,28211.92116,29412.24234,31087.32042,27295.95234,27314.10719,26011.62756,24748.53368,26073.0271,26899.80186,27262.4139,27613.4807,29702.68897,30111.9577,32193.00252,32514.75985,32051.66566,33380.20993,35645.60107,37352.89254,39539.91571,40626.78143,43305.70276,43684.5872,43988.33249,43781.46256,44454.37355,43954.02161,46443.76342,46738.06226,50255.117,
Guatemala,GTM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1461.763385,1480.508039,1488.879126,1584.349573,1610.432972,1632.64278,1673.347465,1692.37911,1788.402712,1820.374777,1870.786667,1921.021554,2005.989331,2084.869277,2159.696804,2145.335661,2246.045347,2361.922881,2419.715445,2472.354117,2502.862158,2457.301607,2312.234026,2197.456663,2154.712733,2090.340766,2044.078968,2067.398714,2098.447546,2131.0788,2146.594857,2173.629982,2225.921064,2259.766535,2296.931221,2355.894116,2371.31183,2420.026945,2484.760248,2522.861417,2554.781528,2554.258619,2591.329436,2594.926125,2614.71279,2638.29047,2717.763497,2825.138099,2854.071962,2806.980441,2825.52407,2880.414655,2903.397849,2947.972105,3007.900213,3069.043518,3100.981325,3124.210359
Guam,GUM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27723.63678,27883.24017,29604.14798,30592.1608,29375.27625,29576.89604,30054.20285,30111.6816,30700.43401,30693.12748,31257.15694,31754.10786,32129.515,32119.65208,32013.76938,
Guyana,GUY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1679.525164,1706.204346,1676.65541,1432.300791,1556.829588,1683.914486,1738.297346,1782.83023,1774.129771,1872.030064,1926.252659,1961.862395,1875.062246,1877.677942,2000.574954,2147.02283,2156.141983,2076.331864,2018.441759,1965.745019,1989.834249,2015.526123,1750.763961,1636.659463,1561.832996,1609.242687,1607.216438,1636.556696,1590.333596,1521.971333,1480.410049,1566.940916,1680.971154,1806.127557,1947.513034,2036.701923,2195.620718,2336.484149,2304.314385,2381.150306,2354.531528,2410.830439,2437.396277,2412.980873,2493.142424,2446.651895,2576.775327,2764.050261,2824.558718,2927.327312,3044.949129,3192.295544,3342.920663,3486.980761,3595.925011,3684.923585,3783.543328,3871.390695
High income,HIC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,11569.44039,11943.10998,12470.15707,12946.73276,13621.93757,14218.68675,14905.38444,15423.44437,16216.28116,16981.73054,17522.85474,18028.0089,18838.38886,19847.66304,19888.6455,19705.75199,20518.29996,21146.1571,21830.30795,22556.39705,22695.13345,22937.06235,22721.90527,23170.30623,24052.09142,24720.96747,25349.38413,26042.09636,27086.37067,27903.29608,28540.82108,28762.65461,29192.62697,29316.81461,30037.05087,30618.80055,31317.32715,32163.71728,32822.84125,33658.8544,34786.09324,35041.96195,35313.26151,35832.27422,36764.25346,37522.67171,38370.4111,39077.71999,38889.95906,37279.85787,38137.9429,38667.75773,38911.06896,39211.17064,39752.01292,40434.34691,40858.42135,41538.67606
"Hong Kong SAR, China",HKG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,3380.635343,3703.480822,4142.291879,4392.211456,4904.752241,4948.777628,4902.651375,4962.701068,5438.138124,5796.168659,6086.201912,6604.232184,7208.919766,7153.329488,7053.510462,8091.357139,8910.543228,9473.427072,10006.13359,10727.28234,11448.69782,11604.83525,12113.00653,13190.82432,13148.67802,14421.62642,16190.08563,17421.0952,17634.15771,18250.90083,19132.2528,20155.19092,21040.4988,21813.70375,21893.6705,21835.03458,22758.30153,21241.43755,21566.91811,23015.88824,22975.03477,23252.44675,24010.46658,25896.62106,27688.69844,29446.23689,31081.54801,31553.61323,30711.48476,32549.99823,33888.49592,34086.32123,35002.51749,35717.67916,36260.59546,36816.14986,37927.13462
Honduras,HND,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1095.990405,1085.565962,1116.591992,1124.715306,1152.701005,1221.53172,1250.503748,1287.086774,1332.194978,1301.886286,1309.799883,1322.46881,1357.914583,1421.916919,1363.023765,1350.564333,1447.445171,1549.293531,1652.429854,1676.863985,1636.847343,1627.580393,1556.625241,1496.064499,1514.663005,1531.54411,1497.500654,1541.797141,1566.463158,1587.45606,1543.71916,1548.721446,1589.728236,1641.545079,1575.269742,1594.35708,1606.979844,1642.161602,1645.288156,1572.254216,1620.056113,1622.208141,1641.397203,1674.395484,1736.692884,1799.490332,1874.953449,1947.957434,1987.914083,1900.382571,1932.85829,1969.310414,2013.478306,2033.316186,2059.474909,2102.376959,2144.869367,2210.587281
Heavily indebted poor countries (HIPC),HPC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,621.7895691,608.7822922,636.1120148,641.2285467,647.8499447,658.6220468,659.8831586,657.8680596,660.2858956,673.2507659,684.3803594,694.6466117,688.3472239,690.1505815,710.3118062,706.3387357,714.9526078,722.5267735,720.3869919,701.9592449,681.7734868,690.6860861,681.4039448,668.1788131,659.0280086,652.2700554,654.319189,657.7265011,647.0941394,641.7157549,616.3507036,603.2949969,581.3800115,567.7579627,552.6434929,562.1636596,576.1214552,584.886909,589.3301714,590.7053706,590.4481084,598.5726865,602.325251,612.0027764,627.7898096,647.6315886,667.805307,692.7588322,714.2352254,724.2019287,744.2755543,757.9835503,779.7438627,801.9753381,823.7019608,842.0338096,856.3234381,877.1504356
Croatia,HRV,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8475.139929,9322.357785,9772.260657,10111.22891,9900.063521,10569.02697,10897.53979,11469.27644,12106.72816,12603.86166,13119.78216,13753.79057,14475.15214,14777.35013,13703.00181,13542.90183,13931.2814,13660.25631,13609.58431,13651.99247,14088.0751,14635.88001,15219.88279
Haiti,HTI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.0576031,763.5015332,766.3173808,773.421284,766.9367192,746.4099982,732.5522302,723.6016869,687.1914107,688.7029869,693.2629969,705.3883417,700.4833324,711.24624,662.2795182,688.8433867,698.7877652,718.4204652,728.7803218,728.0632246,729.3604578,728.9204029
Hungary,HUN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8852.115074,8584.22922,8544.512977,8808.381919,8952.03937,8968.698966,9286.958758,9702.890567,10040.51221,10490.35032,10918.24881,11445.19358,11919.76889,12544.09037,13120.62026,13647.15237,13727.73483,13869.44117,12974.14418,13092.23376,13347.58402,13196.15334,13509.92425,14119.07042,14629.23503,14997.20052,15647.84603
IBRD only,IBD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1088.496167,1103.686203,1125.491245,1151.533629,1213.820235,1253.4908,1285.140866,1313.223067,1371.832091,1439.880908,1511.973444,1571.146781,1641.007757,1726.257843,1789.363841,1829.042464,1916.140461,1960.951052,1986.320546,2033.193205,2079.599803,2079.949671,2090.360709,2073.411221,2127.940092,2179.111181,2229.984047,2294.213643,2334.603153,2358.725762,2366.795259,2354.187782,2341.469158,2377.756819,2405.448059,2460.347669,2545.533993,2638.280929,2655.746459,2705.209474,2823.622078,2882.613019,2968.035315,3093.085315,3295.008239,3488.215737,3729.29167,4012.174117,4195.367405,4238.705427,4509.496048,4740.850886,4928.737665,5122.72685,5289.106788,5439.390121,5608.079359,5826.595317
IDA & IBRD total,IBT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1014.153832,1024.569701,1045.588178,1070.115137,1124.032056,1159.066794,1182.691493,1197.931123,1246.970132,1310.799872,1380.83348,1434.801911,1490.395612,1562.409078,1621.016399,1647.130762,1721.907844,1759.933534,1775.818486,1813.786956,1850.438353,1842.913085,1847.898441,1828.636619,1868.568096,1910.97455,1946.324144,1991.635028,2024.21439,2042.534805,2047.819264,2032.897327,2017.103625,2041.608107,2058.75946,2100.07026,2167.708163,2238.889973,2250.165697,2286.201462,2377.692096,2422.203118,2485.96688,2583.955757,2751.964809,2902.808744,3092.157366,3312.765709,3452.828481,3484.336936,3692.352833,3865.98386,4007.375358,4153.829352,4279.156757,4386.942793,4505.158191,4663.988775
IDA total,IDA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,621.1813914,613.763768,632.2937583,649.3029329,664.2631611,678.0571854,666.0108329,625.1413619,631.2513814,674.6201024,733.1275151,762.4880448,754.4248822,767.0177371,805.7560503,776.1476482,799.4869844,813.1618691,795.4081657,801.6946613,804.026828,772.7257624,763.3953421,744.2379485,733.2722181,747.8413959,731.060762,712.1460314,723.0255727,728.9301279,736.9448511,727.1094339,713.96233,706.1197487,696.9038399,701.1327503,717.7974743,722.9404958,728.734587,732.235836,743.1175478,755.8872662,763.0415013,787.6394444,862.26565,891.1258885,930.2157011,969.2101615,996.6704878,1022.502552,1059.915652,1083.504836,1114.32584,1150.502373,1189.374405,1208.50288,1216.636764,1242.076295
IDA blend,IDB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,801.5058671,792.7449254,807.2072762,849.5800803,871.2842695,897.506331,869.5399801,772.7698139,768.0452117,871.8235739,1006.509194,1087.544737,1101.324451,1132.552953,1199.93223,1140.21985,1179.025289,1204.807552,1159.279734,1191.862743,1218.774873,1126.154065,1115.450055,1078.957009,1057.528344,1102.092902,1049.671945,990.2013178,1021.400872,1040.339868,1080.651512,1066.481784,1052.231131,1040.167146,1034.602447,1028.517581,1052.353574,1048.472134,1051.358672,1046.923507,1063.158444,1074.23338,1080.576327,1121.424356,1297.749438,1332.313511,1394.271801,1445.867073,1472.744526,1514.091397,1568.258385,1604.237195,1638.112566,1684.312695,1741.85925,1767.291762,1754.643098,1762.471597
Indonesia,IDN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,690.0428501,710.6675075,704.8364393,670.963223,676.2739591,665.3869652,665.6549417,656.7468237,708.9250444,737.1146501,771.84996,804.4381655,838.7356667,883.4789858,926.8856479,948.7626658,989.2293063,1049.954348,1094.35831,1146.891853,1230.840118,1297.716856,1296.576525,1320.698546,1382.117998,1386.4828,1438.390577,1480.006164,1536.2866,1620.902702,1707.597918,1794.188799,1878.70986,1968.124136,2083.063682,2219.811058,2357.959351,2433.340508,2084.234548,2071.55063,2143.38989,2190.76618,2257.746855,2333.097483,2416.836389,2519.509842,2621.960398,2750.615143,2876.88504,2970.044131,3113.480635,3262.748613,3415.351267,3560.10658,3692.942875,3827.550779,3974.731667,4130.663276
IDA only,IDX,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,557.2020681,550.1051758,573.1514979,574.6696321,586.5241215,593.3115873,590.9999992,584.0357958,597.9331846,605.3193465,618.595846,616.0861826,592.2208914,592.7088447,614.7377568,601.3075238,614.9420655,620.1028156,617.9988028,605.3078007,589.4009466,595.5666778,585.2940927,575.0338294,569.1961284,564.530295,568.3715625,572.6465655,570.3942358,568.1482572,556.2529153,548.8784479,536.301392,531.1415092,520.0460106,530.801348,544.1430954,554.8437048,562.68916,571.1169164,579.6108263,594.091132,602.363922,618.9858968,639.8209212,666.5371198,694.1955842,727.2231331,755.5478116,773.3330927,801.9144491,818.7121866,848.1517611,879.1808952,908.1930338,923.937861,943.4840829,979.2301402
Isle of Man,IMN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,17028.54298,17042.87624,20060.63428,21640.32506,23681.03426,24798.54867,25443.80595,25602.61879,25663.42022,26254.12902,27241.89941,28305.93102,30333.73652,32733.27128,36884.13646,41607.21855,43464.70775,45402.20074,47625.67324,50152.52803,52232.44009,54749.51786,58354.98733,62050.66581,67461.40946,68209.40565,73935.679,76836.26794,80989.33644,84002.24186,87612.12116,84046.13602,,
India,IND,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,304.2318925,309.3535622,312.0523319,324.0562008,341.0960195,325.2873861,318.4156762,336.2364567,340.3616854,354.8940285,365.0573826,362.767725,352.5500558,355.7882101,351.7080694,375.0833728,372.6426134,390.6366799,403.6335444,373.8322533,389.9262844,403.878043,408.32488,428.0691681,434.3665046,446.9997686,458.0866747,465.9827285,500.0132773,518.6987159,536.162786,530.894738,548.8957838,563.7496877,589.7087876,622.3036831,656.697144,670.6101216,699.0688547,747.2520357,762.3133408,785.3446281,801.5079327,850.2932649,902.9057944,971.2297607,1044.89394,1130.090071,1156.932527,1237.339786,1345.770153,1416.403391,1474.967674,1550.14223,1645.326141,1758.837777,1862.430444,1963.546321
Not classified,INX,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,12430.71304,12712.44865,13337.75586,13745.25421,14095.37396,14649.66659,14631.51583,15619.97905,16506.67743,16788.76215,17107.72734,17470.80439,17701.59743,17533.60798,18184.04882,18715.15655,18626.52836,19493.07929,20598.02072,21882.10952,23714.73766,24033.77181,24668.4094,25206.32643,26552.28658,28961.58012,30977.1836,33823.82375,36318.10799,39723.96934,42945.22592,44719.90416,46746.97453,47426.37176,49678.40456,51527.33372,52926.19962,54096.24903,50918.32904,48071.71957,48671.88829,49906.59515,49714.03073,50263.40357,54052.9549,67229.19169,69892.31565,74433.45566
"Iran, Islamic Rep.",IRN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2980.576499,3237.907892,3425.988829,3580.693414,3808.94361,4348.994017,4711.412379,5120.901012,5723.74583,6483.034291,7014.938211,7816.18698,8707.101437,9198.852195,9524.887963,9026.083634,10265.70022,9544.857857,7938.619124,6859.861047,4789.584184,4366.702692,5333.981731,5556.959996,4864.834932,4773.454273,4119.698234,3989.245363,3640.431146,3739.728854,4147.360648,4567.571968,4625.688026,4615.920133,4490.283047,4528.295543,4684.645876,4622.597195,4635.303932,4591.461523,4781.850824,4749.806309,5028.437362,5401.750199,5572.905717,5684.957501,5901.641789,6311.7895,6256.877968,6247.69166,6531.92743,6622.672941,6052.516833,5964.179046,6161.103523,6007.004893,6733.9125,6946.856581
Iraq,IRQ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,1454.586004,1450.874267,1465.970498,1493.861853,1499.37887,1515.406236,1703.415303,1855.131439,2104.660849,2077.053081,2356.04931,2762.098504,3345.990536,3228.630526,3248.886986,2750.339147,2641.828529,2616.418072,2676.170546,2861.669125,2798.984034,2649.891255,4079.344476,1427.921189,1840.438704,2328.064523,2345.586662,2322.873826,2500.006107,2937.47386,3839.827458,4379.199344,4311.281314,4285.86362,3880.111603,2526.043142,3792.142463,3857.610405,4143.691703,4098.306627,4325.667983,4354.683627,4502.749048,4695.357216,5178.422294,5390.009586,5253.627075,5336.648287,5750.611361,5545.937291
Iceland,ISL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31270.44626,32598.33732,34514.69704,35427.86172,36554.65752,37488.69237,37360.10183,37976.67194,40684.26369,42604.4542,43703.94719,46629.65653,46529.85102,43354.76845,41851.73548,42543.14055,42875.64555,44301.75532,44775.63537,46221.93257,48995.16855,49910.00552
Israel,ISR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,8749.057844,9413.234993,9880.863653,10542.29879,10937.69164,11522.66674,11224.44796,11072.08611,12604.09356,13945.75559,14476.72534,14750.56378,16127.11638,16352.9027,16901.49522,17055.63889,16732.8827,16531.77837,17085.99751,17686.52745,17555.37405,18128.19742,18161.40336,18433.07399,18363.52746,18770.86698,19257.14037,20301.47854,20548.91074,20319.36264,21141.29699,21444.75498,22323.83538,22633.17572,23692.85162,24592.24812,25230.31031,25508.75376,25970.83378,26233.30559,27636.34077,26999.36506,26503.84335,26229.39977,26947.4445,27570.94557,28499.32593,29614.07515,29962.00561,29658.52263,30642.94062,31482.99716,31507.47856,32196.35817,32661.29413,32993.31428,33677.46195,34134.80561
Italy,ITA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,10867.70366,11681.30547,12322.31451,12918.96745,13171.60209,13487.99005,14184.53188,15093.14726,15979.65754,16858.40759,17653.01526,17890.32129,18445.54557,19626.3936,20570.81838,20020.92257,21340.7658,21794.43366,22420.57388,23688.05915,24450.14431,24626.97568,24710.51652,24990.36094,25790.74798,26504.73426,27261.27663,28128.57514,29294.23513,30264.12683,30839.27833,31292.05309,31531.69002,31243.67902,31909.23671,32829.88275,33242.8523,33835.07313,34371.98202,34902.26213,36180.77833,36801.29381,36837.86399,36729.97554,37070.33052,37238.93653,37872.16836,38236.79561,37585.33735,35363.40046,35849.3732,35994.13358,34885.2969,33887.29817,33615.97178,33968.70396,34318.49682,34877.82914
Jamaica,JAM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,3788.462708,3808.210215,3977.176422,4144.898893,4580.641207,4622.653904,5368.254573,4991.553704,4705.478883,4624.677535,4257.667314,4096.337651,4045.284285,3951.683118,3673.590706,3711.29386,3724.126388,3731.227091,3617.544396,3466.481214,3497.223715,3743.932662,3869.544211,4122.684066,4266.581178,4437.412135,4484.415477,4860.544164,4880.199791,4946.869362,4893.888553,4791.62933,4635.788651,4642.551064,4644.5969,4671.638422,4732.355683,4874.995041,4910.08249,4925.277388,5039.413634,5083.603991,5015.853838,4774.451189,4682.521248,4742.918413,4694.247259,4699.768457,4714.8611,4740.638234,4790.039107,4798.208499
Jordan,JOR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,1663.01128,2011.554188,2087.305721,2459.650609,2608.038452,3006.135898,3036.677693,3135.421766,3068.653288,3198.365146,3176.879277,3269.521778,3238.768261,3056.86181,2534.718984,2440.394625,2357.230738,2645.814983,2622.151538,2623.572062,2678.074259,2650.809234,2672.816852,2699.409952,2743.02603,2810.035148,2906.622753,3020.089846,3082.054945,3262.190577,3417.730137,3557.302686,3687.233645,3773.187675,3786.533481,3679.190275,3578.765809,3481.688742,3401.076037,3348.826851,3297.894412,3258.49324,3238.252005
Japan,JPN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,8607.657082,9396.221214,10138.39701,10886.16411,12031.29505,12595.38937,13808.69794,15196.61018,17097.27529,18837.17726,18699.74296,19328.00904,20662.70465,22138.4314,21453.70654,21765.66916,22464.08621,23225.43571,24229.62294,25343.98368,25854.57502,26744.55612,27443.60965,28217.49821,29301.36585,30646.87862,31473.99843,32801.20619,34877.65523,36422.60701,38074.46354,39253.64184,39488.39343,39187.03454,39441.58676,40368.71228,41514.89779,41861.75344,41277.06676,41097.9596,42169.73328,42239.18493,42190.80487,42744.01128,43671.67997,44393.62638,44995.49449,45687.27381,45165.78792,42724.76037,44507.67639,44538.72619,45276.87434,46249.20959,46484.15527,47163.49421,47660.89304,48556.92724
Kazakhstan,KAZ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5890.276043,5209.6816,4936.991251,4512.620204,4001.669281,3738.469473,3814.499327,3941.124848,3933.557768,4078.426793,4491.591823,5106.634167,5606.852997,6107.709259,6647.69213,7227.982949,7917.195342,8523.766205,8698.423654,8573.708294,9070.488253,9603.244655,9923.422208,10368.4993,10646.03446,10617.47465,10582.70087,10857.37728
Kenya,KEN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,538.4317721,481.3672371,510.5562088,537.9529183,546.7541864,539.8681368,599.3435285,599.2356343,625.6442932,652.7262946,601.0582514,708.8228994,800.6705923,817.6574619,820.2790319,797.5093035,784.9981196,827.7718251,852.4445346,883.3983158,898.044251,897.0469643,876.4523804,854.8232777,837.7521744,842.0554425,870.2805217,889.6155867,912.3099094,922.9621908,930.0336436,913.0911417,877.3315289,853.4177929,849.6785594,861.2311422,871.4117926,851.1658328,855.0818286,851.0500204,833.0124524,841.2030184,823.0747894,824.4529698,843.2117975,868.9047117,900.0818061,935.6370088,912.3577048,917.0247151,967.3504549,998.9775712,1016.806597,1048.236812,1075.659399,1107.993016,1143.364404,1169.343647
Kyrgyz Republic,KGZ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,931.4579972,944.0643941,1049.984831,1056.952112,1095.932628,993.509725,845.7096066,714.76283,571.4039968,535.0439646,564.5314541,611.5212859,614.9898486,628.0693228,654.3123118,682.624142,676.2696342,716.2642508,757.3744283,747.5656166,762.5201161,819.8062973,880.2788201,894.8179586,880.0377751,921.1770391,905.1656688,984.2390335,1003.510404,1021.160792,1043.951112,1070.323406
Cambodia,KHM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.1132093,321.3598136,341.9742104,351.3667184,355.2341242,362.1862028,398.3827676,431.3046585,454.0764479,475.0537273,506.7027946,550.0999397,613.2790099,669.0363309,726.4605796,763.6913923,752.9779185,785.6928841,827.9784081,874.1614887,923.1138221,972.9792448,1024.872343,1079.113541,1135.151902
